nominal_year,site,quadrat,photo_id,taxonomy,cover_percent,n_points
2006,LTER 3,13,DSC_1800,other Scleractinia,  22.67,200
2006,LTER 3,14,DSC_1801,other Scleractinia,  33.92,200
2006,LTER 3,15,DSC_1802,other Scleractinia,  20.12,200
2006,LTER 3,16,DSC_1803,other Scleractinia,  30.06,200
2006,LTER 3,17,DSC_1804,other Scleractinia,  58.72,200
2006,LTER 3,18,DSC_1805,other Scleractinia,  44.97,200
2006,LTER 3,19,DSC_1806,other Scleractinia,  65.66,200
2006,LTER 3,21,DSC_1808,other Scleractinia,  44.38,200
2006,LTER 3,22,DSC_1809,other Scleractinia,  59.52,200
2006,LTER 3,23,DSC_1810,other Scleractinia,  50.00,200
2006,LTER 3,24,DSC_1811,other Scleractinia,  43.60,200
2006,LTER 3,25,DSC_1812,other Scleractinia,  53.22,200
2006,LTER 3,26,DSC_1813,other Scleractinia,  46.20,200
2006,LTER 3,27,DSC_1814,other Scleractinia,  27.65,200
2006,LTER 3,28,DSC_1815,other Scleractinia,  32.50,200
2006,LTER 3,31,DSC_1818,other Scleractinia,  52.35,200
2006,LTER 3,32,DSC_1819,other Scleractinia,  45.35,200
2006,LTER 3,33,DSC_1820,other Scleractinia,  66.10,200
2006,LTER 3,34,DSC_1821,other Scleractinia,  61.76,200
2006,LTER 3,35,DSC_1822,other Scleractinia,  47.98,200
2006,LTER 3,36,DSC_1823,other Scleractinia,  45.93,200
2006,LTER 3,37,DSC_1824,other Scleractinia,  52.35,200
2006,LTER 3,38,DSC_1825,other Scleractinia,  23.03,200
2006,LTER 3,40,DSC_1827,other Scleractinia,  37.43,200
2006,LTER 3,41,DSC_1828,other Scleractinia,  49.12,200
2006,LTER 3,42,DSC_1829,other Scleractinia,  52.66,200
2006,LTER 3,43,DSC_1830,other Scleractinia,  23.64,200
2006,LTER 3,44,DSC_1831,other Scleractinia,  36.59,200
2006,LTER 3,45,DSC_1832,other Scleractinia,  31.76,200
2006,LTER 3,46,DSC_1833,other Scleractinia,  60.74,200
2006,LTER 3,47,DSC_1834,other Scleractinia,  30.91,200
2006,LTER 4,1,DSC_1679,other Scleractinia,  38.55,200
2006,LTER 4,2,DSC_1680,other Scleractinia,  42.26,200
2006,LTER 4,3,DSC_1681,other Scleractinia,  48.47,200
2006,LTER 4,4,DSC_1682,other Scleractinia,  54.44,200
2006,LTER 4,5,DSC_1683,other Scleractinia,  52.38,200
2006,LTER 4,6,DSC_1684,other Scleractinia,  56.63,200
2006,LTER 4,7,DSC_1685,other Scleractinia,  45.73,200
2006,LTER 4,8,DSC_1686,other Scleractinia,  62.58,200
2006,LTER 4,10,DSC_1688,other Scleractinia,  28.57,200
2006,LTER 4,11,DSC_1689,other Scleractinia,  37.43,200
2006,LTER 4,12,DSC_1690,other Scleractinia,  30.91,200
2006,LTER 4,13,DSC_1691,other Scleractinia,  47.31,200
2006,LTER 4,14,DSC_1692,other Scleractinia,  28.92,200
2006,LTER 4,15,DSC_1693,other Scleractinia,  16.27,200
2006,LTER 4,17,DSC_1695,other Scleractinia,  42.07,200
2006,LTER 4,18,DSC_1696,other Scleractinia,  29.45,200
2006,LTER 4,20,DSC_1698,other Scleractinia,  31.25,200
2006,LTER 4,21,DSC_1699,other Scleractinia,   9.04,200
2006,LTER 4,22,DSC_1700,other Scleractinia,  50.92,200
2006,LTER 4,23,DSC_1701,other Scleractinia,  25.44,200
2006,LTER 4,24,DSC_1702,other Scleractinia,  48.28,200
2006,LTER 4,25,DSC_1703,other Scleractinia,  29.82,200
2006,LTER 4,26,DSC_1704,other Scleractinia,  26.95,200
2006,LTER 4,27,DSC_1705,other Scleractinia,  43.83,200
2006,LTER 4,29,DSC_1707,other Scleractinia,  14.79,200
2006,LTER 4,30,DSC_1708,other Scleractinia,  25.77,200
2006,LTER 4,31,DSC_1709,other Scleractinia,   4.27,200
2006,LTER 4,32,DSC_1710,other Scleractinia,  45.18,200
2006,LTER 4,33,DSC_1711,other Scleractinia,  36.75,200
2006,LTER 4,34,DSC_1712,other Scleractinia,  28.40,200
2006,LTER 4,35,DSC_1713,other Scleractinia,  31.90,200
2006,LTER 4,36,DSC_1714,other Scleractinia,  62.35,200
2006,LTER 4,39,DSC_1717,other Scleractinia,  49.69,200
2006,LTER 4,40,DSC_1718,other Scleractinia,  41.76,200
2006,LTER 4,41,DSC_1719,other Scleractinia,  39.05,200
2006,LTER 4,42,DSC_1720,other Scleractinia,  13.61,200
2006,LTER 4,43,DSC_1721,other Scleractinia,  41.04,200
2006,LTER 4,44,DSC_1722,other Scleractinia,  19.54,200
2006,LTER 4,45,DSC_1723,other Scleractinia,  23.67,200
2006,LTER 5,1,DSC_1894,other Scleractinia,  45.51,200
2006,LTER 5,2,DSC_1895,other Scleractinia,  43.27,200
2006,LTER 5,3,DSC_1896,other Scleractinia,  37.13,200
2006,LTER 5,4,DSC_1897,other Scleractinia,  45.00,200
2006,LTER 5,5,DSC_1898,other Scleractinia,  37.58,200
2006,LTER 5,6,DSC_1899,other Scleractinia,  41.67,200
2006,LTER 5,7,DSC_1900,other Scleractinia,  17.28,200
2006,LTER 5,8,DSC_1901,other Scleractinia,  34.78,200
2006,LTER 5,10,DSC_1903,other Scleractinia,  51.57,200
2006,LTER 5,11,DSC_1904,other Scleractinia,  72.46,200
2006,LTER 5,12,DSC_1905,other Scleractinia,  66.87,200
2006,LTER 5,13,DSC_1906,other Scleractinia,  47.56,200
2006,LTER 5,14,DSC_1907,other Scleractinia,  42.94,200
2006,LTER 5,15,DSC_1908,other Scleractinia,  13.86,200
2006,LTER 5,16,DSC_1909,other Scleractinia,  59.12,200
2006,LTER 5,17,DSC_1910,other Scleractinia,  21.34,200
2006,LTER 5,19,DSC_1912,other Scleractinia,  59.41,200
2006,LTER 5,20,DSC_1913,other Scleractinia,  49.41,200
2006,LTER 5,21,DSC_1914,other Scleractinia,  42.17,200
2006,LTER 5,22,DSC_1915,other Scleractinia,  14.81,200
2006,LTER 5,23,DSC_1916,other Scleractinia,  23.53,200
2006,LTER 5,24,DSC_1917,other Scleractinia,  37.72,200
2006,LTER 5,25,DSC_1918,other Scleractinia,  34.15,200
2006,LTER 5,26,DSC_1919,other Scleractinia,  50.91,200
2006,LTER 5,28,DSC_1921,other Scleractinia,  34.36,200
2006,LTER 5,29,DSC_1922,other Scleractinia,  27.98,200
2006,LTER 5,30,DSC_1923,other Scleractinia,  31.48,200
2006,LTER 5,31,DSC_1924,other Scleractinia,  25.15,200
2006,LTER 5,32,DSC_1925,other Scleractinia,  38.37,200
2006,LTER 5,33,DSC_1926,other Scleractinia,  23.93,200
2006,LTER 5,34,DSC_1927,other Scleractinia,  17.69,200
2006,LTER 5,36,DSC_1929,other Scleractinia,  19.28,200
2006,LTER 5,37,DSC_1930,other Scleractinia,  25.73,200
2006,LTER 5,38,DSC_1931,other Scleractinia,  63.13,200
2006,LTER 5,39,DSC_1932,other Scleractinia,  47.56,200
2006,LTER 5,40,DSC_1933,other Scleractinia,  38.55,200
2006,LTER 5,41,DSC_1934,other Scleractinia,  16.07,200
2006,LTER 5,42,DSC_1935,other Scleractinia,  19.75,200
2006,LTER 5,43,DSC_1936,other Scleractinia,  26.67,200
2006,LTER 6,1,DSC_1988,other Scleractinia,  20.71,200
2006,LTER 6,2,DSC_1989,other Scleractinia,  25.88,200
2006,LTER 6,3,DSC_1990,other Scleractinia,  38.46,200
2006,LTER 6,4,DSC_1991,other Scleractinia,  50.30,200
2006,LTER 6,5,DSC_1992,other Scleractinia,  37.80,200
2006,LTER 6,6,DSC_1993,other Scleractinia,  26.47,200
2006,LTER 6,7,DSC_1994,other Scleractinia,  73.13,200
2006,LTER 6,9,DSC_1996,other Scleractinia,  72.67,200
2006,LTER 6,10,DSC_1997,other Scleractinia,  31.88,200
2006,LTER 6,11,DSC_1998,other Scleractinia,  35.54,200
2006,LTER 6,12,DSC_1999,other Scleractinia,  28.92,200
2006,LTER 6,13,DSC_2000,other Scleractinia,  47.06,200
2006,LTER 6,14,DSC_2001,other Scleractinia,  46.75,200
2006,LTER 6,15,DSC_2002,other Scleractinia,  28.24,200
2006,LTER 6,16,DSC_2003,other Scleractinia,  18.90,200
2006,LTER 6,18,DSC_2005,other Scleractinia,  51.79,200
2006,LTER 6,19,DSC_2006,other Scleractinia,  19.28,200
2006,LTER 6,20,DSC_2007,other Scleractinia,  31.40,200
2006,LTER 6,21,DSC_2008,other Scleractinia,  35.37,200
2006,LTER 6,22,DSC_2009,other Scleractinia,  49.69,200
2006,LTER 6,23,DSC_2010,other Scleractinia,  27.65,200
2006,LTER 6,24,DSC_2011,other Scleractinia,  44.19,200
2006,LTER 6,25,DSC_2012,other Scleractinia,  39.64,200
2006,LTER 6,27,DSC_2014,other Scleractinia,  25.00,200
2006,LTER 6,28,DSC_2015,other Scleractinia,  30.95,200
2006,LTER 6,29,DSC_2016,other Scleractinia,  38.01,200
2006,LTER 6,30,DSC_2017,other Scleractinia,  24.07,200
2006,LTER 6,31,DSC_2018,other Scleractinia,  52.44,200
2006,LTER 6,32,DSC_2019,other Scleractinia,  28.31,200
2006,LTER 6,33,DSC_2020,other Scleractinia,  42.77,200
2006,LTER 6,35,DSC_2022,other Scleractinia,  35.22,200
2006,LTER 6,37,DSC_2024,other Scleractinia,  44.77,200
2006,LTER 6,38,DSC_2025,other Scleractinia,  50.29,200
2006,LTER 6,39,DSC_2026,other Scleractinia,  20.45,200
2006,LTER 6,40,DSC_2027,other Scleractinia,  33.74,200
2006,LTER 6,41,DSC_2028,other Scleractinia,  34.50,200
2006,LTER 6,42,DSC_2029,other Scleractinia,   8.02,200
2006,LTER 6,43,DSC_2030,other Scleractinia,  31.71,200
2006,LTER 6,44,DSC_2031,other Scleractinia,  18.45,200
2006,N1,1,DSC_2085,Acropora,  11.00,200
2006,N1,1,DSC_2085,other Scleractinia,   9.00,200
2006,N1,1,DSC_2085,Pocillopora,   2.00,200
2006,N1,1,DSC_2085,Porites,  24.00,200
2006,N1,2,DSC_2086,Acropora,   8.00,200
2006,N1,2,DSC_2086,other Scleractinia,   1.00,200
2006,N1,2,DSC_2086,Pocillopora,   2.00,200
2006,N1,2,DSC_2086,Porites,  51.00,200
2006,N1,3,DSC_2087,Acropora,   9.00,200
2006,N1,3,DSC_2087,other Scleractinia,   0.00,200
2006,N1,3,DSC_2087,Pocillopora,   2.00,200
2006,N1,3,DSC_2087,Porites,  36.00,200
2006,N1,4,DSC_2088,Acropora,  27.00,200
2006,N1,4,DSC_2088,other Scleractinia,   1.00,200
2006,N1,4,DSC_2088,Pocillopora,  22.00,200
2006,N1,4,DSC_2088,Porites,   6.00,200
2006,N1,5,DSC_2089,Acropora,  19.00,200
2006,N1,5,DSC_2089,other Scleractinia,   1.00,200
2006,N1,5,DSC_2089,Pocillopora,  25.00,200
2006,N1,5,DSC_2089,Porites,  12.00,200
2006,N1,6,DSC_2090,Acropora,  78.00,200
2006,N1,6,DSC_2090,other Scleractinia,   0.00,200
2006,N1,6,DSC_2090,Pocillopora,   0.00,200
2006,N1,6,DSC_2090,Porites,   0.00,200
2006,N1,7,DSC_2091,Acropora,  40.00,200
2006,N1,7,DSC_2091,other Scleractinia,   4.00,200
2006,N1,7,DSC_2091,Pocillopora,  17.00,200
2006,N1,7,DSC_2091,Porites,   1.00,200
2006,N1,8,DSC_2092,Acropora,  28.00,200
2006,N1,8,DSC_2092,other Scleractinia,   2.00,200
2006,N1,8,DSC_2092,Pocillopora,  30.00,200
2006,N1,8,DSC_2092,Porites,   0.00,200
2006,N1,9,DSC_2093,Acropora,  14.00,200
2006,N1,9,DSC_2093,other Scleractinia,   2.00,200
2006,N1,9,DSC_2093,Pocillopora,   8.00,200
2006,N1,9,DSC_2093,Porites,   7.00,200
2006,N1,10,DSC_2094,Acropora,  17.00,200
2006,N1,10,DSC_2094,other Scleractinia,   3.00,200
2006,N1,10,DSC_2094,Pocillopora,  12.00,200
2006,N1,10,DSC_2094,Porites,   9.00,200
2006,N1,11,DSC_2095,Acropora,  41.00,200
2006,N1,11,DSC_2095,other Scleractinia,   0.00,200
2006,N1,11,DSC_2095,Pocillopora,   4.00,200
2006,N1,11,DSC_2095,Porites,   0.00,200
2006,N1,12,DSC_2096,Acropora,  52.00,200
2006,N1,12,DSC_2096,other Scleractinia,   7.00,200
2006,N1,12,DSC_2096,Pocillopora,   0.00,200
2006,N1,12,DSC_2096,Porites,   0.00,200
2006,N1,13,DSC_2097,Acropora,  49.00,200
2006,N1,13,DSC_2097,other Scleractinia,   1.00,200
2006,N1,13,DSC_2097,Pocillopora,  11.00,200
2006,N1,13,DSC_2097,Porites,   0.00,200
2006,N1,14,DSC_2098,Acropora,  46.00,200
2006,N1,14,DSC_2098,other Scleractinia,   2.00,200
2006,N1,14,DSC_2098,Pocillopora,  12.00,200
2006,N1,14,DSC_2098,Porites,   3.00,200
2006,N1,15,DSC_2099,Acropora,   1.00,200
2006,N1,15,DSC_2099,other Scleractinia,   2.00,200
2006,N1,15,DSC_2099,Pocillopora,  30.00,200
2006,N1,15,DSC_2099,Porites,  13.00,200
2006,N1,16,DSC_2100,Acropora,   1.00,200
2006,N1,16,DSC_2100,other Scleractinia,  10.00,200
2006,N1,16,DSC_2100,Pocillopora,   8.00,200
2006,N1,16,DSC_2100,Porites,   8.00,200
2006,N1,17,DSC_2101,Acropora,   1.00,200
2006,N1,17,DSC_2101,other Scleractinia,   5.00,200
2006,N1,17,DSC_2101,Pocillopora,  11.00,200
2006,N1,17,DSC_2101,Porites,   9.00,200
2006,N1,18,DSC_2102,Acropora,  15.00,200
2006,N1,18,DSC_2102,other Scleractinia,  11.00,200
2006,N1,18,DSC_2102,Pocillopora,  17.00,200
2006,N1,18,DSC_2102,Porites,   1.00,200
2006,N1,19,DSC_2103,Acropora,   7.00,200
2006,N1,19,DSC_2103,other Scleractinia,   2.00,200
2006,N1,19,DSC_2103,Pocillopora,  28.00,200
2006,N1,19,DSC_2103,Porites,   7.00,200
2006,N1,20,DSC_2104,Acropora,   3.00,200
2006,N1,20,DSC_2104,other Scleractinia,   2.00,200
2006,N1,20,DSC_2104,Pocillopora,  17.00,200
2006,N1,20,DSC_2104,Porites,   6.00,200
2006,N1,21,DSC_2105,Acropora,   5.00,200
2006,N1,21,DSC_2105,other Scleractinia,   4.00,200
2006,N1,21,DSC_2105,Pocillopora,  10.00,200
2006,N1,21,DSC_2105,Porites,   0.00,200
2006,N1,22,DSC_2106,Acropora,  19.00,200
2006,N1,22,DSC_2106,other Scleractinia,   0.00,200
2006,N1,22,DSC_2106,Pocillopora,  21.00,200
2006,N1,22,DSC_2106,Porites,  24.00,200
2006,N1,23,DSC_2107,Acropora,  12.00,200
2006,N1,23,DSC_2107,other Scleractinia,   5.00,200
2006,N1,23,DSC_2107,Pocillopora,  28.00,200
2006,N1,23,DSC_2107,Porites,  11.00,200
2006,N1,24,DSC_2108,Acropora,   1.00,200
2006,N1,24,DSC_2108,other Scleractinia,   3.00,200
2006,N1,24,DSC_2108,Pocillopora,  25.00,200
2006,N1,24,DSC_2108,Porites,   3.00,200
2006,N1,25,DSC_2109,Acropora,   5.00,200
2006,N1,25,DSC_2109,other Scleractinia,  11.00,200
2006,N1,25,DSC_2109,Pocillopora,  16.00,200
2006,N1,25,DSC_2109,Porites,   2.00,200
2006,N1,26,DSC_2110,Acropora,   7.00,200
2006,N1,26,DSC_2110,other Scleractinia,  10.00,200
2006,N1,26,DSC_2110,Pocillopora,   0.00,200
2006,N1,26,DSC_2110,Porites,   3.00,200
2006,N1,27,DSC_2111,Acropora,   5.00,200
2006,N1,27,DSC_2111,other Scleractinia,   8.00,200
2006,N1,27,DSC_2111,Pocillopora,   4.00,200
2006,N1,27,DSC_2111,Porites,   3.00,200
2006,N1,28,DSC_2112,Acropora,   8.00,200
2006,N1,28,DSC_2112,other Scleractinia,  19.00,200
2006,N1,28,DSC_2112,Pocillopora,   4.00,200
2006,N1,28,DSC_2112,Porites,   5.00,200
2006,N1,29,DSC_2113,Acropora,   3.00,200
2006,N1,29,DSC_2113,other Scleractinia,   2.00,200
2006,N1,29,DSC_2113,Pocillopora,  13.00,200
2006,N1,29,DSC_2113,Porites,   8.00,200
2006,N1,30,DSC_2114,Acropora,   2.00,200
2006,N1,30,DSC_2114,other Scleractinia,   1.00,200
2006,N1,30,DSC_2114,Pocillopora,   1.00,200
2006,N1,30,DSC_2114,Porites,  41.00,200
2006,N1,31,DSC_2115,Acropora,   1.00,200
2006,N1,31,DSC_2115,other Scleractinia,   2.00,200
2006,N1,31,DSC_2115,Pocillopora,   7.00,200
2006,N1,31,DSC_2115,Porites,   5.00,200
2006,N1,32,DSC_2116,Acropora,  14.00,200
2006,N1,32,DSC_2116,other Scleractinia,   6.00,200
2006,N1,32,DSC_2116,Pocillopora,  15.00,200
2006,N1,32,DSC_2116,Porites,   4.00,200
2006,N1,33,DSC_2117,Acropora,  25.00,200
2006,N1,33,DSC_2117,other Scleractinia,   2.00,200
2006,N1,33,DSC_2117,Pocillopora,  12.00,200
2006,N1,33,DSC_2117,Porites,   4.00,200
2006,N1,34,DSC_2118,Acropora,  33.00,200
2006,N1,34,DSC_2118,other Scleractinia,   1.00,200
2006,N1,34,DSC_2118,Pocillopora,  18.00,200
2006,N1,34,DSC_2118,Porites,   1.00,200
2006,N1,35,DSC_2119,Acropora,   0.00,200
2006,N1,35,DSC_2119,other Scleractinia,   6.00,200
2006,N1,35,DSC_2119,Pocillopora,  11.00,200
2006,N1,35,DSC_2119,Porites,   1.00,200
2006,N1,36,DSC_2120,Acropora,  13.00,200
2006,N1,36,DSC_2120,other Scleractinia,   4.00,200
2006,N1,36,DSC_2120,Pocillopora,   1.00,200
2006,N1,36,DSC_2120,Porites,   0.00,200
2006,N1,37,DSC_2121,Acropora,  19.00,200
2006,N1,37,DSC_2121,other Scleractinia,   6.00,200
2006,N1,37,DSC_2121,Pocillopora,   4.00,200
2006,N1,37,DSC_2121,Porites,   9.00,200
2006,N1,38,DSC_2122,Acropora,   0.00,200
2006,N1,38,DSC_2122,other Scleractinia,   0.00,200
2006,N1,38,DSC_2122,Pocillopora,  17.00,200
2006,N1,38,DSC_2122,Porites,  36.00,200
2006,N1,39,DSC_2123,Acropora,  19.00,200
2006,N1,39,DSC_2123,other Scleractinia,   4.00,200
2006,N1,39,DSC_2123,Pocillopora,   8.00,200
2006,N1,39,DSC_2123,Porites,   4.00,200
2006,N1,40,DSC_2124,Acropora,  20.00,200
2006,N1,40,DSC_2124,other Scleractinia,   8.00,200
2006,N1,40,DSC_2124,Pocillopora,   5.00,200
2006,N1,40,DSC_2124,Porites,   2.00,200
2006,N2,1,DSC_2129,Acropora,  27.00,200
2006,N2,1,DSC_2129,other Scleractinia,   0.00,200
2006,N2,1,DSC_2129,Pocillopora,   1.00,200
2006,N2,1,DSC_2129,Porites,   8.00,200
2006,N2,2,DSC_2130,Acropora,   6.00,200
2006,N2,2,DSC_2130,other Scleractinia,   0.00,200
2006,N2,2,DSC_2130,Pocillopora,  43.00,200
2006,N2,2,DSC_2130,Porites,   6.00,200
2006,N2,3,DSC_2131,Acropora,  15.00,200
2006,N2,3,DSC_2131,other Scleractinia,   0.00,200
2006,N2,3,DSC_2131,Pocillopora,  29.00,200
2006,N2,3,DSC_2131,Porites,   7.00,200
2006,N2,4,DSC_2132,Acropora,  11.00,200
2006,N2,4,DSC_2132,other Scleractinia,   4.00,200
2006,N2,4,DSC_2132,Pocillopora,  13.00,200
2006,N2,4,DSC_2132,Porites,  27.00,200
2006,N2,5,DSC_2133,Acropora,   5.00,200
2006,N2,5,DSC_2133,other Scleractinia,   6.00,200
2006,N2,5,DSC_2133,Pocillopora,  29.00,200
2006,N2,5,DSC_2133,Porites,  22.00,200
2006,N2,6,DSC_2134,Acropora,  19.00,200
2006,N2,6,DSC_2134,other Scleractinia,   5.00,200
2006,N2,6,DSC_2134,Pocillopora,   3.00,200
2006,N2,6,DSC_2134,Porites,  17.00,200
2006,N2,7,DSC_2135,Acropora,  16.00,200
2006,N2,7,DSC_2135,other Scleractinia,   2.00,200
2006,N2,7,DSC_2135,Pocillopora,  17.00,200
2006,N2,7,DSC_2135,Porites,  27.00,200
2006,N2,8,DSC_2136,Acropora,  25.00,200
2006,N2,8,DSC_2136,other Scleractinia,   2.00,200
2006,N2,8,DSC_2136,Pocillopora,  33.00,200
2006,N2,8,DSC_2136,Porites,   0.00,200
2006,N2,9,DSC_2137,Acropora,  14.00,200
2006,N2,9,DSC_2137,other Scleractinia,   3.00,200
2006,N2,9,DSC_2137,Pocillopora,  27.00,200
2006,N2,9,DSC_2137,Porites,  15.00,200
2006,N2,10,DSC_2138,Acropora,  22.00,200
2006,N2,10,DSC_2138,other Scleractinia,   8.00,200
2006,N2,10,DSC_2138,Pocillopora,  11.00,200
2006,N2,10,DSC_2138,Porites,  25.00,200
2006,N2,11,DSC_2139,Acropora,  29.00,200
2006,N2,11,DSC_2139,other Scleractinia,   5.00,200
2006,N2,11,DSC_2139,Pocillopora,   7.00,200
2006,N2,11,DSC_2139,Porites,   1.00,200
2006,N2,12,DSC_2140,Acropora,  36.00,200
2006,N2,12,DSC_2140,other Scleractinia,   8.00,200
2006,N2,12,DSC_2140,Pocillopora,  17.00,200
2006,N2,12,DSC_2140,Porites,   2.00,200
2006,N2,13,DSC_2141,Acropora,   6.00,200
2006,N2,13,DSC_2141,other Scleractinia,  19.00,200
2006,N2,13,DSC_2141,Pocillopora,   6.00,200
2006,N2,13,DSC_2141,Porites,   1.00,200
2006,N2,14,DSC_2142,Acropora,  13.00,200
2006,N2,14,DSC_2142,other Scleractinia,  19.00,200
2006,N2,14,DSC_2142,Pocillopora,   9.00,200
2006,N2,14,DSC_2142,Porites,   1.00,200
2006,N2,15,DSC_2143,Acropora,  42.00,200
2006,N2,15,DSC_2143,other Scleractinia,   3.00,200
2006,N2,15,DSC_2143,Pocillopora,  12.00,200
2006,N2,15,DSC_2143,Porites,   0.00,200
