date,site,Top_Plate_ID,plate.num,quad,time,photo.num,DS.1,DS.2,DS.3,DS.4,DS.5,DS.6,DS.7,DS.8,DS.9,DS.10,DS.11,DS.12,DS.13,DS.14,DS.15,DS.16,DS.17,DS.18,DS.19,DS.20,DS.21,DS.22,DS.23,DS.24,DS.25
20210804,Varari,V3,203,C,13:26,100-2612,Turbinaria ornata,Sand/Bare Rock,Amansia rhodantha,Algal Turf,Algal Turf,Turbinaria ornata,Valonia,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Valonia,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Turbinaria ornata,Cyphastrea microphthalma,Algal Turf,Algal Turf,Turbinaria ornata,Algal Turf,Algal Turf,Sand/Bare Rock,Sand/Bare Rock
20210804,Varari,V3,203,D,13:38,100-2644,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Crustose Corallines,Crustose Corallines,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Pocillopora acuta,Pocillopora acuta,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Pocillopora acuta,Pocillopora acuta,Algal Turf,Algal Turf,Sand/Bare Rock,Algal Turf,Algal Turf
20210804,Varari,V4,204,A,17:18,2974,Porites rus,Porites rus,Algal Turf,Algal Turf,Algal Turf,Porites rus,Porites rus,Porites rus,Turbinaria ornata,Algal Turf,Porites rus,Porites rus,Algal Turf,Turbinaria ornata,Algal Turf,Porites rus,Algal Turf,Algal Turf,Turbinaria ornata,Valonia,Algal Turf,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata
20210804,Varari,V4,204,B,17:26,2999,Crustose Corallines,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Algal Turf,Pocillopora acuta,Algal Turf,Algal Turf,Turbinaria ornata,Algal Turf,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Peyssonnelia,Algal Turf,Turbinaria ornata,Turbinaria ornata,Peyssonnelia,Dictyota,Turbinaria ornata,Turbinaria ornata,Sand/Bare Rock,Halimeda,Sand/Bare Rock
20210804,Varari,V4,204,C,17:37,3031,Algal Turf,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Algal Turf,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Sand/Bare Rock,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Halimeda,Algal Turf
20210804,Varari,V4,204,D,17:44,3057,Algal Turf,Algal Turf,Turbinaria ornata,Turbinaria ornata,Sand/Bare Rock,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Dictyota,Algal Turf,Algal Turf,Turbinaria ornata,Turbinaria ornata,Dictyota,Algal Turf,Turbinaria ornata,Turbinaria ornata,Montipora,Turbinaria ornata
20210804,Varari,V6,206,A,15:40,100-2724,Porites rus,Porites rus,Turbinaria ornata,Sand/Bare Rock,Algal Turf,Porites rus,Turbinaria ornata,Porites rus,Algal Turf,Turbinaria ornata,Valonia,Valonia,Sand/Bare Rock,Turbinaria ornata,Turbinaria ornata,Valonia,Sargassum,Halimeda,Dictyota,Halimeda,Turbinaria ornata,Caulerpa,Turbinaria ornata,Dictyota,Algal Turf
20210804,Varari,V6,206,B,15:55,100-2772,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Crustose Corallines,Porites rus,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Algal Turf,Sand/Bare Rock,Porites rus,Sand/Bare Rock
20210804,Varari,V6,206,C,16:01,2783,Turbinaria ornata,Valonia,Turbinaria ornata,Dictyota,Algal Turf,Turbinaria ornata,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock,Porites rus,Turbinaria ornata,Turbinaria ornata,Halimeda,Porites rus,Porites rus,Sand/Bare Rock,Turbinaria ornata,Turbinaria ornata,Porites rus,Porites rus,Porites rus,Padina,Algal Turf,Turbinaria ornata,Algal Turf
20210804,Varari,V6,206,D,16:16,2822,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Porites rus,Porites rus,Porites rus,Sand/Bare Rock,Sand/Bare Rock,Porites rus,Porites rus,Porites rus,Porites rus,Porites rus
20210816,Varari,V7,207,A,13:21,4009,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Porites rus,Dictyota,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Halimeda,Halimeda,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Porites rus,Porites rus,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Halimeda,Algal Turf,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Algal Turf,Algal Turf
20210816,Varari,V7,207,B,13:56,4040,Halimeda,Halimeda,Halimeda,Halimeda,Turbinaria ornata,Halimeda,Halimeda,Halimeda,Halimeda,Turbinaria ornata,Halimeda,Halimeda,Halimeda,Filamentous Green Algae,Halimeda,Crustose Corallines,Halimeda,Halimeda,Dictyosphaeria versluysii,Dictyosphaeria versluysii,Algal Turf,Filamentous Green Algae,Halimeda,Halimeda,Dictyosphaeria versluysii
20210816,Varari,V7,207,C,14:04,4047,Turbinaria ornata,Turbinaria ornata,Sand/Bare Rock,Algal Turf,Algal Turf,Peyssonnelia,Padina,Lobed Porites,Turbinaria ornata,Turbinaria ornata,Sand/Bare Rock,Halimeda,Sand/Bare Rock,Turbinaria ornata,Galaxaura,Sponge,Halimeda,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sponge,Lobed Porites,Peyssonnelia,Sand/Bare Rock,Sand/Bare Rock
20210816,Varari,V7,207,D,14:16,4078,Algal Turf,Algal Turf,Halimeda,Halimeda,Turbinaria ornata,Turbinaria ornata,Sand/Bare Rock,Halimeda,Halimeda,Turbinaria ornata,Sand/Bare Rock,Algal Turf,Algal Turf,Halimeda,Halimeda,Lobed Porites,Lobed Porites,Lobed Porites,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Crustose Corallines,Sand/Bare Rock
20210811,Varari,V8,208,A,15:27,"3652, 3676-3677",Sand/Bare Rock,Sand/Bare Rock,Pocillopora acuta,Pocillopora acuta,Crustose Corallines,Sand/Bare Rock,Pocillopora acuta,Pocillopora acuta,Pocillopora acuta,Pocillopora acuta,Sand/Bare Rock,Pocillopora acuta,Sponge,Algal Turf,Algal Turf,Sand/Bare Rock,Pocillopora acuta,Algal Turf,Algal Turf,Algal Turf,Sand/Bare Rock,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf
20210811,Varari,V8,208,B,15:55,3657,Porites rus,Porites rus,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Anemone,Anemone,Crustose Corallines,Sand/Bare Rock,Sand/Bare Rock,Anemone,Anemone,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Anemone,Anemone,Sand/Bare Rock,Amansia rhodantha,Crustose Corallines,Algal Turf,Algal Turf,Algal Turf,Galaxaura,Sand/Bare Rock
20210810,Varari,V9,209,A,12:28,3494,Algal Turf,Porites rus,Porites rus,Porites rus,Porites rus,Algal Turf,Porites rus,Porites rus,Porites rus,Porites rus,Crustose Corallines,Porites rus,Porites rus,Porites rus,Porites rus,Crustose Corallines,Algal Turf,Valonia,Crustose Corallines,Algal Turf,Crustose Corallines,Algal Turf,Algal Turf,Crustose Corallines,Algal Turf
20210810,Varari,V9,209,B,12:47,3513,Porites rus,Porites rus,Porites rus,Amansia rhodantha,Amansia rhodantha,Porites rus,Porites rus,Porites rus,Sand/Bare Rock,Amansia rhodantha,Halimeda,Amansia rhodantha,Sand/Bare Rock,Sand/Bare Rock,Valonia,Crustose Corallines,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Crustose Corallines,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock
20210810,Varari,V9,209,C,12:58,3522,Turbinaria ornata,Crustose Corallines,Crustose Corallines,Algal Turf,Algal Turf,Turbinaria ornata,Turbinaria ornata,Porites rus,Porites rus,Porites rus,Sand/Bare Rock,Porites rus,Porites rus,Porites rus,Porites rus,Sand/Bare Rock,Porites rus,Porites rus,Porites rus,Porites rus,Sand/Bare Rock,Turbinaria ornata,Turbinaria ornata,Porites rus,Porites rus
20210810,Varari,V9,209,D,13:10,3540,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Porites rus,Porites rus,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Porites rus,Halimeda,Halimeda,Halimeda,Algal Turf,Halimeda,Halimeda,Halimeda,Halimeda,Halimeda,Halimeda,Porites rus,Porites rus,Halimeda,Halimeda
20210817,Varari,V10,210,A,10:48,4125,Pocillopora acuta,Ascidian,Algal Turf,Algal Turf,Pocillopora acuta,Ascidian,Ascidian,Algal Turf,Sponge,Sponge,Turbinaria ornata,Algal Turf,Algal Turf,Pocillopora acuta,Sponge,Algal Turf,Pocillopora acuta,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Sponge,Algal Turf
20210817,Varari,V10,210,B,11:07,4168,Algal Turf,Pocillopora eydouxi,Pocillopora eydouxi,Pocillopora eydouxi,Pocillopora eydouxi,Pocillopora eydouxi,Pocillopora eydouxi,Pocillopora eydouxi,Pocillopora acuta,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Pocillopora acuta,Pocillopora acuta,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf
20210811,Varari,V13,213,A,17:05,3680,Sand/Bare Rock,Sand/Bare Rock,Montipora,Montipora,Montipora,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Montipora,Montipora,Crustose Corallines,Halimeda,Halimeda,Algal Turf,Algal Turf,Valonia,Algal Turf,Amansia rhodantha,Halimeda,Halimeda,Valonia,Turbinaria ornata,Turbinaria ornata,Halimeda,Halimeda
20210811,Varari,V13,213,B,17:23,3713,Montipora,Montipora,Turbinaria ornata,Sponge,Turbinaria ornata,Turbinaria ornata,Montipora,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Halimeda,Turbinaria ornata,Crustose Corallines,Turbinaria ornata,Turbinaria ornata,Sponge,Sponge,Turbinaria ornata,Algal Turf,Algal Turf,Sand/Bare Rock,Crustose Corallines,Crustose Corallines
20210817,Varari,V13,213,C,10:13,4100,Algal Turf,Crustose Corallines,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Valonia,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Algal Turf
20210817,Varari,V13,213,D,10:28,4107,Sand/Bare Rock,Amansia rhodantha,Algal Turf,Crustose Corallines,Crustose Corallines,Halimeda,Turbinaria ornata,Turbinaria ornata,Crustose Corallines,Sand/Bare Rock,Sponge,Crustose Corallines,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock,Sponge,Turbinaria ornata,Valonia,Sand/Bare Rock,Sand/Bare Rock,Sponge,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock
20210810,Varari,V14,214,A,10:11,3358,Amansia rhodantha,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Halimeda,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Peyssonnelia,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Halimeda,Sand/Bare Rock,Padina,Peyssonnelia
20210810,Varari,V14,214,B,10:21,3378,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Halimeda,Padina,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Crustose Corallines,Padina,Sand/Bare Rock,Turbinaria ornata,Sand/Bare Rock,Halimeda,Padina,Peyssonnelia,Peyssonnelia,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Padina,Peyssonnelia,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock
20210810,Varari,V14,214,C,10:29,3390,Padina,Halimeda,Halimeda,Dictyota,Dictyota,Dictyota,Halimeda,Sand/Bare Rock,Halimeda,Sand/Bare Rock,Halimeda,Halimeda,Sand/Bare Rock,Padina,Padina,Halimeda,Halimeda,Halimeda,Padina,Padina,Halimeda,Amansia rhodantha,Amansia rhodantha,Sand/Bare Rock,Sand/Bare Rock
20210810,Varari,V14,214,D,10:40,3408,Amansia rhodantha,Amansia rhodantha,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Amansia rhodantha,Amansia rhodantha,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Halimeda,Halimeda,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Padina,Padina,Padina
20210804,Varari,V15,215,A,16:23,2839,Algal Turf,Algal Turf,Porites rus,Algal Turf,Algal Turf,Porites rus,Porites rus,Turbinaria ornata,Turbinaria ornata,Algal Turf,Pocillopora acuta,Algal Turf,Soft Coral,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Algal Turf,Algal Turf,Pocillopora acuta,Algal Turf
20210804,Varari,V15,215,B,16:39,2878,Porites rus,Porites rus,Algal Turf,Sand/Bare Rock,Porites rus,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Sand/Bare Rock,Soft Coral,Amansia rhodantha,Algal Turf,Algal Turf,Sand/Bare Rock,Algal Turf,Porites rus,Algal Turf,Algal Turf,Porites rus,Porites rus,Algal Turf,Galaxaura,Algal Turf,Algal Turf
20210804,Varari,V15,215,C,16:50,2898,Leptastrea transversa,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Lobed Porites,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Soft Coral,Algal Turf,Algal Turf,Algal Turf,Pocillopora acuta,Algal Turf,Algal Turf,Algal Turf,Porites rus,Porites rus
20210804,Varari,V15,215,D,17:03,2943,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Galaxaura,Algal Turf,Porites rus,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Porites rus,Algal Turf,Algal Turf,Algal Turf,Pocillopora acuta
20210804,Varari,V16,216,A,13:57,100-2699,Turbinaria ornata,Sand/Bare Rock,Lobed Porites,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Crustose Corallines,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Sand/Bare Rock,Crustose Corallines,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock
20210804,Varari,V16,216,B,14:05,100-2708,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Pocillopora acuta,Sand/Bare Rock,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Sand/Bare Rock,Sand/Bare Rock
20210804,Varari,V16,216,C,14:10,100-2711,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Algal Turf,Algal Turf,Sand/Bare Rock,Lobed Porites,Lobed Porites,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Lobed Porites,Algal Turf,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Lobed Porites,Lobed Porites,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Lobed Porites
20210804,Varari,V16,216,D,14:14,100-2713,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Algal Turf,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Lobed Porites,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Montipora,Turbinaria ornata,Montipora,Montipora,Sand/Bare Rock,Montipora,Montipora,Algal Turf,Sand/Bare Rock
20210810,Varari,V17,217,A,10:52,3414,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sargassum,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Padina,Sand/Bare Rock,Sand/Bare Rock,Padina,Halimeda,Algal Turf,Dictyota,Halimeda,Algal Turf,Padina
20210810,Varari,V17,217,B,11:00,3420,Sand/Bare Rock,Padina,Sand/Bare Rock,Padina,Sand/Bare Rock,Padina,Halimeda,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Crustose Corallines,Turbinaria ornata,Algal Turf,Turbinaria ornata,Sand/Bare Rock,Crustose Corallines,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Sand/Bare Rock
20210810,Varari,V17,217,C,11:15,3438,Sand/Bare Rock,Sponge,Algal Turf,Algal Turf,Padina,Peyssonnelia,Sponge,Sponge,Algal Turf,Padina,Sargassum,Padina,Turbinaria ornata,Sponge,Sponge,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Sponge,Sand/Bare Rock,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Padina
20210810,Varari,V17,217,D,11:30,3458,Peyssonnelia,Peyssonnelia,Peyssonnelia,Sand/Bare Rock,Sand/Bare Rock,Padina,Peyssonnelia,Padina,Padina,Sand/Bare Rock,Padina,Padina,Algal Turf,Padina,Sand/Bare Rock,Sargassum,Padina,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock,Crustose Corallines,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock
20210811,Varari,V18,218,A,14:33,3625,Pocillopora acuta,Pocillopora acuta,Sand/Bare Rock,Algal Turf,Algal Turf,Pocillopora acuta,Pocillopora acuta,Algal Turf,Algal Turf,Algal Turf,Pocillopora acuta,Pocillopora acuta,Sponge,Sponge,Pocillopora acuta,Pocillopora acuta,Pocillopora acuta,Sponge,Algal Turf,Sponge,Pocillopora acuta,Pocillopora acuta,Pocillopora acuta,Algal Turf,Sponge
20210811,Varari,V18,218,B,14:46,3628,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Algal Turf,Turbinaria ornata,Sponge,Pocillopora acuta,Turbinaria ornata,Turbinaria ornata,Turbinaria ornata,Sponge,Algal Turf,Algal Turf,Soft Coral,Turbinaria ornata,Sponge,Algal Turf,Soft Coral,Algal Turf,Turbinaria ornata
20210811,Varari,V18,218,C,14:55,"3638, 3649-3651",Algal Turf,Pocillopora acuta,Algal Turf,Algal Turf,Algal Turf,Sand/Bare Rock,Sand/Bare Rock,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Sand/Bare Rock,Turbinaria ornata,Turbinaria ornata,Sponge,Algal Turf,Sand/Bare Rock,Turbinaria ornata,Algal Turf,Sponge,Caulerpa,Crustose Corallines,Sand/Bare Rock,Galaxaura,Porites rus
20210811,Varari,V18,218,D,15:11,3640,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Turbinaria ornata,Sponge,Algal Turf,Crustose Corallines,Algal Turf,Sponge,Sponge,Filamentous Green Algae,Sponge,Crustose Corallines,Algal Turf,Algal Turf,Algal Turf,Algal Turf,Crustose Corallines,Algal Turf,Porites rus,Algal Turf,Seastar,Seastar,Algal Turf
20210810,Varari,V20,220,A,9:28,3323,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Lobed Porites,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Lobed Porites,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Halimeda,Lobed Porites,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Lobed Porites,Lobed Porites,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Turbinaria ornata
20210810,Varari,V20,220,B,9:41,3327,Turbinaria ornata,Turbinaria ornata,Lobed Porites,Lobed Porites,Lobed Porites,Lobed Porites,Lobed Porites,Lobed Porites,Galaxaura,Lobed Porites,Lobed Porites,Lobed Porites,Lobed Porites,Lobed Porites,Lobed Porites,Turbinaria ornata,Lobed Porites,Lobed Porites,Lobed Porites,Lobed Porites,Peyssonnelia,Lobed Porites,Lobed Porites,Sand/Bare Rock,Padina
20210810,Varari,V20,220,C,8:54,3338,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Turbinaria ornata,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Amansia rhodantha,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Padina,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Padina,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock,Sand/Bare Rock
