Parameter_Ind,Parameter_Dep,pvalue,adj_r_squared
Salinity,Tyrosine_Like,0.102228118184088,0.0887656203288077
Salinity,del15N,3.55008929185584e-6,0.669492599233113
Salinity,C_N,0.00468170502060387,0.316467124725833
Salinity,N_percent,0.0334702230343657,0.175429448636957
Salinity,LiveCoral,0.210499917571786,0.0328634805217396
Salinity,DeadCoral,0.0841524597953737,0.104007466330636
Salinity,Rubble,0.33323132931204,-7.06959693823617e-4
Salinity,Sand,0.0317774689620902,0.179376464784186
Salinity,dist_to_seep_m,0.153346475794866,0.05713875863507
Salinity,adj_CT_depth_cm,0.208562815757077,0.0335626905674817
Salinity,meanRugosity,0.695224234503441,-0.0490244060031955
Temperature,Salinity,9.36159673326985e-5,0.537832982841499
Temperature,TA,6.37108741961499e-5,0.555589136909242
Temperature,pH,2.39962274881367e-5,0.597779864103662
Temperature,Phosphate_umolL,2.37378866676609e-5,0.598225392183556
Temperature,Silicate_umolL,0.745912106599041,-0.0466764491269729
Temperature,NN_umolL,2.6884979263891e-4,0.485681007763996
Temperature,Ammonia_umolL,0.269604239075824,0.0144464715391271
Temperature,M_C,0.499790552121446,-0.0270477567130356
Temperature,HIX,0.108127121201804,0.0843731741762092
Temperature,VisibleHumidic_Like,0.400068971793005,-0.0131191461102631
Temperature,Tryptophan_Like,0.0521413502471274,0.141346102361081
Temperature,Tyrosine_Like,0.461206082876471,-0.0221992257767003
Temperature,del15N,0.0173880203563879,0.224430513060799
Temperature,C_N,0.0625208076493991,0.127231422006374
Temperature,N_percent,0.121705190751183,0.075122736652822
Temperature,LiveCoral,0.349892582246526,-0.00408890417920915
Temperature,DeadCoral,0.188842832200015,0.041114941065446
Temperature,Rubble,0.385115499306573,-0.0105941739473276
Temperature,Sand,0.102770261054338,0.0883513984836858
Temperature,dist_to_seep_m,0.0372909446065005,0.167177297359472
Temperature,adj_CT_depth_cm,0.174006906349286,0.0473846600619771
Temperature,meanRugosity,0.500079916733679,-0.0300540981319477
TA,Salinity,1.30365313008491e-23,0.995085543634337
TA,Temperature,6.37108741961499e-5,0.555589136909242
TA,pH,5.43886229588383e-19,0.984946871995814
TA,Phosphate_umolL,1.45925801295557e-14,0.956024130696743
TA,Silicate_umolL,0.0951164117407761,0.0944136949384872
TA,NN_umolL,3.10441577973776e-4,0.478160123532092
TA,Ammonia_umolL,0.21185597154785,0.0323782260758118
TA,M_C,0.656288675740216,-0.0414264201228902
TA,HIX,0.069322518607573,0.119173074744147
TA,VisibleHumidic_Like,0.101679868313261,0.0891867649789372
TA,Tryptophan_Like,0.00109380271188146,0.407888671278126
TA,Tyrosine_Like,0.116626352060885,0.0784537604784749
TA,del15N,3.68375853776384e-6,0.668230880027565
TA,C_N,0.00402240752312862,0.326536884134586
TA,N_percent,0.0251160532281184,0.197136910039383
TA,LiveCoral,0.21529557098169,0.0311626741224436
TA,DeadCoral,0.0806131929978063,0.107371889008177
TA,Rubble,0.354087268057831,-0.00490785698986795
TA,Sand,0.03165484418629,0.179670105399839
TA,dist_to_seep_m,0.130948724161157,0.0694103750480269
TA,adj_CT_depth_cm,0.211096157134455,0.0326496952745907
TA,meanRugosity,0.857101220540652,-0.0567458780507732
pH,Salinity,3.32323465959705e-18,0.98179015542937
pH,Temperature,2.39962274881368e-5,0.597779864103662
pH,TA,5.43886229588387e-19,0.984946871995814
pH,Phosphate_umolL,2.07470909591201e-14,0.954368217584638
pH,Silicate_umolL,0.133458720585825,0.06793081106424
pH,NN_umolL,3.8861779451736e-4,0.466213811745168
pH,Ammonia_umolL,0.198878209037527,0.037169183734354
pH,M_C,0.642983929765119,-0.0404816515399378
pH,HIX,0.0827496544643179,0.10532387453163
pH,VisibleHumidic_Like,0.0832519690467288,0.104849969186744
pH,Tryptophan_Like,7.18514946636001e-4,0.432234387338908
pH,Tyrosine_Like,0.0734485143860073,0.114654545268657
pH,del15N,2.53711248298475e-6,0.680748971927141
pH,C_N,0.00357477557399404,0.334279234842773
pH,N_percent,0.0254377680726673,0.196181727716062
pH,LiveCoral,0.274331149696671,0.0131786674086961
pH,DeadCoral,0.0983740040311747,0.0917756680154399
pH,Rubble,0.301707554078943,0.00631396311128929
pH,Sand,0.0432702826640097,0.155759200701208
pH,dist_to_seep_m,0.17754592315428,0.0458381942963861
pH,adj_CT_depth_cm,0.210338381139776,0.0329215157546955
pH,meanRugosity,0.477218550489995,-0.0269115841225307
Phosphate_umolL,Salinity,1.23951395124836e-14,0.956771658170423
Phosphate_umolL,Temperature,2.37378866676609e-5,0.598225392183556
Phosphate_umolL,TA,1.45925801295557e-14,0.956024130696743
Phosphate_umolL,pH,2.07470909591201e-14,0.954368217584638
Phosphate_umolL,Silicate_umolL,0.109119326980986,0.0836582420828359
Phosphate_umolL,NN_umolL,3.47304710284337e-5,0.582275164588533
Phosphate_umolL,Ammonia_umolL,0.122375475380238,0.0746937703831134
Phosphate_umolL,M_C,0.500571751549761,-0.0271397128197592
Phosphate_umolL,HIX,0.113508716742801,0.0805726000829019
Phosphate_umolL,VisibleHumidic_Like,0.0780066858439391,0.10994452518558
Phosphate_umolL,Tryptophan_Like,0.0015402944231811,0.387375579152489
Phosphate_umolL,Tyrosine_Like,0.0959999232324297,0.0936893701686907
Phosphate_umolL,del15N,5.75004348558682e-5,0.560211100072731
Phosphate_umolL,C_N,0.0100767375466531,0.263758100059754
Phosphate_umolL,N_percent,0.0532595838932482,0.139700217485641
Phosphate_umolL,LiveCoral,0.255333732321677,0.0184377156707272
Phosphate_umolL,DeadCoral,0.124963886408994,0.0730595497393132
Phosphate_umolL,Rubble,0.573562020272053,-0.0347688784572411
Phosphate_umolL,Sand,0.065166127801587,0.123999941451353
Phosphate_umolL,dist_to_seep_m,0.136565561764742,0.0661387636005182
Phosphate_umolL,adj_CT_depth_cm,0.160130202575273,0.0537899896845456
Phosphate_umolL,meanRugosity,0.168311263251972,0.0561434806340264
Silicate_umolL,Salinity,0.0865010467171767,0.101851562585515
Silicate_umolL,Temperature,0.745912106599042,-0.0466764491269729
Silicate_umolL,TA,0.095116411740776,0.0944136949384873
Silicate_umolL,pH,0.133458720585825,0.06793081106424
Silicate_umolL,Phosphate_umolL,0.109119326980986,0.083658242082836
Silicate_umolL,NN_umolL,0.0178832383126223,0.222367542150871
Silicate_umolL,Ammonia_umolL,0.118906707311041,0.0769401956629824
Silicate_umolL,M_C,0.557304497341214,-0.0332250520423267
Silicate_umolL,HIX,0.27963673529458,0.0117860294924667
Silicate_umolL,VisibleHumidic_Like,0.374892482166589,-0.00879001566498694
Silicate_umolL,Tryptophan_Like,0.383926118895391,-0.0103876083015204
Silicate_umolL,Tyrosine_Like,0.809531672228112,-0.0493324074316102
Silicate_umolL,del15N,0.00861557144370265,0.274777814598739
Silicate_umolL,C_N,0.12540295145646,0.0727857890461888
Silicate_umolL,N_percent,0.228065131693655,0.0268321565202944
Silicate_umolL,LiveCoral,0.782598851739005,-0.0483098322256621
Silicate_umolL,DeadCoral,0.0946886102057625,0.0947668428881689
Silicate_umolL,Rubble,0.775675979881036,-0.0480231520674292
Silicate_umolL,Sand,0.137146219306416,0.0658085222786212
Silicate_umolL,dist_to_seep_m,0.381221710614984,-0.00991468318447986
Silicate_umolL,adj_CT_depth_cm,0.00359120418807018,0.333979718004939
Silicate_umolL,meanRugosity,3.49150422800842e-4,0.511259990494178
NN_umolL,Salinity,3.10794909919674e-4,0.478100245620577
NN_umolL,Temperature,2.68849792638911e-4,0.485681007763996
NN_umolL,TA,3.10441577973776e-4,0.478160123532092
NN_umolL,pH,3.8861779451736e-4,0.466213811745168
NN_umolL,Phosphate_umolL,3.47304710284338e-5,0.582275164588533
NN_umolL,Silicate_umolL,0.0178832383126223,0.222367542150871
NN_umolL,Ammonia_umolL,0.169089868355642,0.0495900636668573
NN_umolL,M_C,0.160840719864244,0.0534479386016523
NN_umolL,HIX,0.306976270943206,0.00507905938395214
NN_umolL,VisibleHumidic_Like,0.088917705438552,0.0996931253895317
NN_umolL,Tryptophan_Like,0.0533118967446354,0.139624041772206
NN_umolL,Tyrosine_Like,0.528144240277187,-0.0302389621096526
NN_umolL,del15N,0.0184965257279859,0.219885698097778
NN_umolL,C_N,0.121722721178998,0.0751114868250589
NN_umolL,N_percent,0.196347836208586,0.0381432759102365
NN_umolL,LiveCoral,0.507974465896551,-0.0279995064233973
NN_umolL,DeadCoral,0.995133193124817,-0.0526294627343229
NN_umolL,Rubble,0.292781364133383,0.00846715650535967
NN_umolL,Sand,0.923982274234209,-0.0521138458872994
NN_umolL,dist_to_seep_m,0.499399241421346,-0.0270016063504974
NN_umolL,adj_CT_depth_cm,0.0097696713653225,0.265944867002146
NN_umolL,meanRugosity,0.0135858172720832,0.267647552587252
Ammonia_umolL,Salinity,0.226534394838547,0.0273367548076006
Ammonia_umolL,Temperature,0.269604239075824,0.0144464715391273
Ammonia_umolL,TA,0.21185597154785,0.0323782260758118
Ammonia_umolL,pH,0.198878209037527,0.037169183734354
Ammonia_umolL,Phosphate_umolL,0.122375475380238,0.0746937703831134
Ammonia_umolL,Silicate_umolL,0.11890670731104,0.0769401956629823
Ammonia_umolL,NN_umolL,0.169089868355642,0.0495900636668571
Ammonia_umolL,M_C,0.280753927970499,0.0114967747063432
Ammonia_umolL,HIX,0.657909681119226,-0.0415384347471195
Ammonia_umolL,VisibleHumidic_Like,0.0972599018844979,0.092667886526947
Ammonia_umolL,Tryptophan_Like,0.634968808479709,-0.0398902914732293
Ammonia_umolL,Tyrosine_Like,0.990402027926034,-0.0526233481024112
Ammonia_umolL,del15N,0.240733185984253,0.0227976221796393
Ammonia_umolL,C_N,0.972025506061961,-0.0525616343443494
Ammonia_umolL,N_percent,0.589201256192403,-0.0361768077252398
Ammonia_umolL,LiveCoral,0.559485071381571,-0.0334370006871703
Ammonia_umolL,DeadCoral,0.223433820586497,0.0283706784065488
Ammonia_umolL,Rubble,0.398209414699946,-0.0128122623489657
Ammonia_umolL,Sand,0.39230456280294,-0.0118245364041316
Ammonia_umolL,dist_to_seep_m,0.683132956620615,-0.0431972216366727
Ammonia_umolL,adj_CT_depth_cm,0.212464811232194,0.0321614749470811
Ammonia_umolL,meanRugosity,0.19089776677471,0.0453823280257544
M_C,Salinity,0.65267588066972,-0.0411743684679899
M_C,Temperature,0.499790552121446,-0.0270477567130356
M_C,TA,0.656288675740216,-0.0414264201228902
M_C,pH,0.642983929765119,-0.0404816515399378
M_C,Phosphate_umolL,0.500571751549762,-0.0271397128197592
M_C,Silicate_umolL,0.557304497341214,-0.0332250520423267
M_C,NN_umolL,0.160840719864244,0.0534479386016521
M_C,Ammonia_umolL,0.280753927970499,0.0114967747063434
M_C,HIX,0.0175635667997692,0.223692997024481
M_C,VisibleHumidic_Like,0.566724378129255,-0.0341297414114381
M_C,Tryptophan_Like,0.420009156307067,-0.0162893406935554
M_C,Tyrosine_Like,0.0794712354821835,0.108488726960939
M_C,del15N,0.807746147164945,-0.0492691227500912
M_C,C_N,0.958323791796036,-0.0524762667086613
M_C,N_percent,0.986007238759907,-0.0526140839467022
M_C,LiveCoral,0.761470517047399,-0.0474037408075969
M_C,DeadCoral,0.552974379509625,-0.032799601914244
M_C,Rubble,0.02921564356013,0.185747288002767
M_C,Sand,0.469215415047155,-0.0232569784974159
M_C,dist_to_seep_m,0.969033014837063,-0.0525458624426494
M_C,adj_CT_depth_cm,0.407598149434023,-0.0143417312517602
M_C,meanRugosity,0.400270812637063,-0.014405908268083
HIX,Salinity,0.0778420227390753,0.110109890810664
HIX,Temperature,0.108127121201804,0.0843731741762088
HIX,TA,0.069322518607573,0.119173074744147
HIX,pH,0.0827496544643177,0.10532387453163
HIX,Phosphate_umolL,0.113508716742801,0.0805726000829021
HIX,Silicate_umolL,0.27963673529458,0.0117860294924667
HIX,NN_umolL,0.306976270943206,0.00507905938395248
HIX,Ammonia_umolL,0.657909681119226,-0.0415384347471195
HIX,M_C,0.0175635667997692,0.22369299702448
HIX,VisibleHumidic_Like,0.965874405137041,-0.0525274743169875
HIX,Tryptophan_Like,0.746410540618413,-0.0467005524691708
HIX,Tyrosine_Like,0.0304028967829237,0.182731482785769
HIX,del15N,0.107259090285091,0.085004100011047
HIX,C_N,0.505406338108816,-0.0277035899816953
HIX,N_percent,0.744352764893957,-0.0466006958274663
HIX,LiveCoral,0.74582072134323,-0.0466720240908698
HIX,DeadCoral,0.172105919162079,0.0482293094117741
HIX,Rubble,0.0843680218045322,0.10380711343393
HIX,Sand,0.120821254660247,0.0756921465639735
HIX,dist_to_seep_m,0.222781541042313,0.028590237040253
HIX,adj_CT_depth_cm,0.939841194889547,-0.0523076709251658
HIX,meanRugosity,0.963432344406021,-0.0586887165708931
VisibleHumidic_Like,Salinity,0.0777820445736686,0.110170210745795
VisibleHumidic_Like,Temperature,0.400068971793004,-0.0131191461102631
VisibleHumidic_Like,TA,0.101679868313261,0.0891867649789372
VisibleHumidic_Like,pH,0.0832519690467288,0.104849969186744
VisibleHumidic_Like,Phosphate_umolL,0.0780066858439391,0.10994452518558
VisibleHumidic_Like,Silicate_umolL,0.374892482166589,-0.00879001566498716
VisibleHumidic_Like,NN_umolL,0.088917705438552,0.0996931253895317
VisibleHumidic_Like,Ammonia_umolL,0.0972599018844978,0.0926678865269471
VisibleHumidic_Like,M_C,0.566724378129255,-0.0341297414114381
VisibleHumidic_Like,HIX,0.965874405137041,-0.0525274743169875
VisibleHumidic_Like,Tryptophan_Like,0.645537172673631,-0.0406664971554487
VisibleHumidic_Like,Tyrosine_Like,0.490284560729482,-0.025909709758426
VisibleHumidic_Like,del15N,0.204680833224413,0.0349857500269165
VisibleHumidic_Like,C_N,0.673579411302255,-0.0425873390261644
VisibleHumidic_Like,N_percent,0.868083177242029,-0.0510636449329882
VisibleHumidic_Like,LiveCoral,0.314872269834904,0.00327622125610671
VisibleHumidic_Like,DeadCoral,0.977951285861047,-0.052588134496198
VisibleHumidic_Like,Rubble,0.219420976873778,0.0297329239496267
VisibleHumidic_Like,Sand,0.821499936606994,-0.0497403192230874
VisibleHumidic_Like,dist_to_seep_m,0.107356063907899,0.0849333591551953
VisibleHumidic_Like,adj_CT_depth_cm,0.998754438525303,-0.0526314403366315
VisibleHumidic_Like,meanRugosity,0.877527963606856,-0.0573013951839505
Tryptophan_Like,Salinity,0.00104152934630955,0.410772947141931
Tryptophan_Like,Temperature,0.0521413502471275,0.14134610236108
Tryptophan_Like,TA,0.00109380271188146,0.407888671278126
Tryptophan_Like,pH,7.18514946636002e-4,0.432234387338908
Tryptophan_Like,Phosphate_umolL,0.00154029442318111,0.387375579152489
Tryptophan_Like,Silicate_umolL,0.383926118895391,-0.0103876083015204
Tryptophan_Like,NN_umolL,0.0533118967446354,0.139624041772205
Tryptophan_Like,Ammonia_umolL,0.634968808479709,-0.0398902914732293
Tryptophan_Like,M_C,0.420009156307067,-0.0162893406935556
Tryptophan_Like,HIX,0.746410540618413,-0.046700552469171
Tryptophan_Like,VisibleHumidic_Like,0.645537172673632,-0.0406664971554487
Tryptophan_Like,Tyrosine_Like,6.40870585294456e-5,0.555322439659867
Tryptophan_Like,del15N,0.00417980871958187,0.324001871458143
Tryptophan_Like,C_N,0.0831701621590701,0.104926955655653
Tryptophan_Like,N_percent,0.114281290981488,0.0800420643623007
Tryptophan_Like,LiveCoral,0.435806993663071,-0.0186525899339502
Tryptophan_Like,DeadCoral,0.503488780623835,-0.0274810063585622
Tryptophan_Like,Rubble,0.353470037090775,-0.00478814264582783
Tryptophan_Like,Sand,0.295166738588798,0.00788404950182142
Tryptophan_Like,dist_to_seep_m,0.235034315037821,0.0245820969228029
Tryptophan_Like,adj_CT_depth_cm,0.236539399281902,0.0241060750136268
Tryptophan_Like,meanRugosity,0.865104765344296,-0.0569740816964359
Tyrosine_Like,Salinity,0.102228118184088,0.0887656203288077
Tyrosine_Like,Temperature,0.46120608287647,-0.0221992257767003
Tyrosine_Like,TA,0.116626352060885,0.078453760478475
Tyrosine_Like,pH,0.0734485143860072,0.114654545268657
Tyrosine_Like,Phosphate_umolL,0.0959999232324298,0.0936893701686908
Tyrosine_Like,Silicate_umolL,0.809531672228112,-0.0493324074316102
Tyrosine_Like,NN_umolL,0.528144240277187,-0.0302389621096526
Tyrosine_Like,Ammonia_umolL,0.990402027926034,-0.0526233481024112
Tyrosine_Like,M_C,0.0794712354821834,0.108488726960939
Tyrosine_Like,HIX,0.0304028967829236,0.182731482785769
Tyrosine_Like,VisibleHumidic_Like,0.490284560729482,-0.025909709758426
Tyrosine_Like,Tryptophan_Like,6.40870585294454e-5,0.555322439659868
Tyrosine_Like,del15N,0.19868920134318,0.0372414745383084
Tyrosine_Like,C_N,0.273185891405845,0.0134834617794054
Tyrosine_Like,N_percent,0.258862160910728,0.0174271200464979
Tyrosine_Like,LiveCoral,0.696777532229324,-0.0440303393976575
Tyrosine_Like,DeadCoral,0.99878333003544,-0.0526314466923692
Tyrosine_Like,Rubble,0.688071295133358,-0.043503854131171
Tyrosine_Like,Sand,0.806489311110643,-0.0492241961845479
Tyrosine_Like,dist_to_seep_m,0.959224958702093,-0.0524829160616136
Tyrosine_Like,adj_CT_depth_cm,0.401871594599807,-0.0134147541494647
Tyrosine_Like,meanRugosity,0.949126217279145,-0.0585624431714706
del15N,Salinity,3.55008929185584e-6,0.669492599233113
del15N,Temperature,0.0173880203563879,0.224430513060799
del15N,TA,3.68375853776385e-6,0.668230880027565
del15N,pH,2.53711248298474e-6,0.680748971927141
del15N,Phosphate_umolL,5.75004348558683e-5,0.560211100072731
del15N,Silicate_umolL,0.00861557144370263,0.274777814598739
del15N,NN_umolL,0.0184965257279859,0.219885698097779
del15N,Ammonia_umolL,0.240733185984253,0.0227976221796394
del15N,M_C,0.807746147164945,-0.049269122750091
del15N,HIX,0.107259090285091,0.0850041000110469
del15N,VisibleHumidic_Like,0.204680833224413,0.0349857500269166
del15N,Tryptophan_Like,0.00417980871958187,0.324001871458143
del15N,Tyrosine_Like,0.19868920134318,0.0372414745383086
del15N,C_N,1.49211824455086e-5,0.616896331707628
del15N,N_percent,0.00170613140333698,0.381128080452978
del15N,LiveCoral,0.413921759174622,-0.0153443878383788
del15N,DeadCoral,0.487216780073294,-0.0255347959015968
del15N,Rubble,0.139838310222986,0.0642961447875762
del15N,Sand,0.235410524806075,0.0244627874765858
del15N,dist_to_seep_m,0.546017024312694,-0.032103123514343
del15N,adj_CT_depth_cm,0.063550338222433,0.125958171518932
del15N,meanRugosity,0.404050425546459,-0.0150987852429008
C_N,Salinity,0.00468170502060388,0.316467124725833
C_N,Temperature,0.0625208076493992,0.127231422006374
C_N,TA,0.00402240752312863,0.326536884134586
C_N,pH,0.00357477557399406,0.334279234842773
C_N,Phosphate_umolL,0.0100767375466532,0.263758100059754
C_N,Silicate_umolL,0.12540295145646,0.0727857890461888
C_N,NN_umolL,0.121722721178998,0.0751114868250591
C_N,Ammonia_umolL,0.972025506061961,-0.0525616343443494
C_N,M_C,0.958323791796036,-0.0524762667086613
C_N,HIX,0.505406338108816,-0.0277035899816953
C_N,VisibleHumidic_Like,0.673579411302255,-0.0425873390261644
C_N,Tryptophan_Like,0.0831701621590701,0.104926955655653
C_N,Tyrosine_Like,0.273185891405845,0.0134834617794053
C_N,del15N,1.49211824455086e-5,0.616896331707628
C_N,N_percent,2.42017909597716e-9,0.84502277094464
C_N,LiveCoral,0.362338349578686,-0.00648252072739397
C_N,DeadCoral,0.530989862627037,-0.0305431495495305
C_N,Rubble,0.196356413236823,0.0381399509730431
C_N,Sand,0.254900505302012,0.0185629126005499
C_N,dist_to_seep_m,0.573589973565421,-0.0347714614913592
C_N,adj_CT_depth_cm,0.0347973816331649,0.17246560079195
C_N,meanRugosity,0.785895736523926,-0.0541010959082049
N_percent,Salinity,0.0334702230343656,0.175429448636957
N_percent,Temperature,0.121705190751183,0.0751227366528223
N_percent,TA,0.0251160532281185,0.197136910039383
N_percent,pH,0.0254377680726673,0.196181727716062
N_percent,Phosphate_umolL,0.0532595838932483,0.139700217485641
N_percent,Silicate_umolL,0.228065131693655,0.0268321565202945
N_percent,NN_umolL,0.196347836208586,0.0381432759102369
N_percent,Ammonia_umolL,0.589201256192404,-0.0361768077252398
N_percent,M_C,0.986007238759907,-0.0526140839467022
N_percent,HIX,0.744352764893957,-0.0466006958274665
N_percent,VisibleHumidic_Like,0.868083177242029,-0.0510636449329882
N_percent,Tryptophan_Like,0.114281290981487,0.0800420643623009
N_percent,Tyrosine_Like,0.258862160910728,0.017427120046498
N_percent,del15N,0.00170613140333698,0.381128080452978
N_percent,C_N,2.42017909597717e-9,0.84502277094464
N_percent,LiveCoral,0.221974379911012,0.0288629275963617
N_percent,DeadCoral,0.791417341641275,-0.0486607889873727
N_percent,Rubble,0.254438055109847,0.0186968264624974
N_percent,Sand,0.342928017135408,-0.00270080288652275
N_percent,dist_to_seep_m,0.525910039909204,-0.0299981333750032
N_percent,adj_CT_depth_cm,0.0211119488503347,0.210101434803321
N_percent,meanRugosity,0.641697684777294,-0.0450261455711367
LiveCoral,Salinity,0.210499917571786,0.0328634805217397
LiveCoral,Temperature,0.349892582246526,-0.00408890417920915
LiveCoral,TA,0.215295570981691,0.0311626741224434
LiveCoral,pH,0.274331149696671,0.0131786674086961
LiveCoral,Phosphate_umolL,0.255333732321677,0.0184377156707271
LiveCoral,Silicate_umolL,0.782598851739005,-0.0483098322256621
LiveCoral,NN_umolL,0.507974465896551,-0.0279995064233975
LiveCoral,Ammonia_umolL,0.559485071381571,-0.03343700068717
LiveCoral,M_C,0.761470517047399,-0.0474037408075969
LiveCoral,HIX,0.745820721343231,-0.0466720240908698
LiveCoral,VisibleHumidic_Like,0.314872269834904,0.0032762212561066
LiveCoral,Tryptophan_Like,0.435806993663071,-0.01865258993395
LiveCoral,Tyrosine_Like,0.696777532229324,-0.0440303393976575
LiveCoral,del15N,0.413921759174622,-0.015344387838379
LiveCoral,C_N,0.362338349578686,-0.00648252072739375
LiveCoral,N_percent,0.221974379911012,0.0288629275963611
LiveCoral,DeadCoral,0.641011114166901,-0.0403376625245482
LiveCoral,Rubble,0.652162764723003,-0.0411383003689829
LiveCoral,Sand,0.011887579823829,0.251998543023414
LiveCoral,dist_to_seep_m,0.0297507066177848,0.184374021699471
LiveCoral,adj_CT_depth_cm,0.158281772279103,0.0546874137571317
LiveCoral,meanRugosity,0.155878330869543,0.0627398895438197
DeadCoral,Salinity,0.0841524597953735,0.104007466330636
DeadCoral,Temperature,0.188842832200015,0.0411149410654459
DeadCoral,TA,0.0806131929978064,0.107371889008177
DeadCoral,pH,0.0983740040311749,0.09177566801544
DeadCoral,Phosphate_umolL,0.124963886408994,0.0730595497393133
DeadCoral,Silicate_umolL,0.0946886102057624,0.0947668428881689
DeadCoral,NN_umolL,0.995133193124817,-0.0526294627343229
DeadCoral,Ammonia_umolL,0.223433820586497,0.0283706784065488
DeadCoral,M_C,0.552974379509625,-0.0327996019142438
DeadCoral,HIX,0.172105919162079,0.0482293094117742
DeadCoral,VisibleHumidic_Like,0.977951285861047,-0.052588134496198
DeadCoral,Tryptophan_Like,0.503488780623835,-0.0274810063585622
DeadCoral,Tyrosine_Like,0.99878333003544,-0.0526314466923692
DeadCoral,del15N,0.487216780073294,-0.0255347959015968
DeadCoral,C_N,0.530989862627037,-0.0305431495495305
DeadCoral,N_percent,0.791417341641275,-0.0486607889873727
DeadCoral,LiveCoral,0.641011114166901,-0.0403376625245482
DeadCoral,Rubble,0.348320395309002,-0.00377867890550276
DeadCoral,Sand,1.91562658217571e-7,0.755669135357319
DeadCoral,dist_to_seep_m,0.0907507812768514,0.0980945542464
DeadCoral,adj_CT_depth_cm,0.0218700657877469,0.207478306844822
DeadCoral,meanRugosity,1.63026533825706e-5,0.655334806212546
Rubble,Salinity,0.333231329312039,-7.06959693823617e-4
Rubble,Temperature,0.385115499306573,-0.0105941739473276
Rubble,TA,0.354087268057831,-0.00490785698986795
Rubble,pH,0.301707554078943,0.00631396311128929
Rubble,Phosphate_umolL,0.573562020272053,-0.0347688784572411
Rubble,Silicate_umolL,0.775675979881035,-0.0480231520674292
Rubble,NN_umolL,0.292781364133382,0.00846715650535956
Rubble,Ammonia_umolL,0.398209414699946,-0.0128122623489657
Rubble,M_C,0.02921564356013,0.185747288002767
Rubble,HIX,0.0843680218045322,0.10380711343393
Rubble,VisibleHumidic_Like,0.219420976873778,0.0297329239496267
Rubble,Tryptophan_Like,0.353470037090775,-0.00478814264582783
Rubble,Tyrosine_Like,0.688071295133357,-0.043503854131171
Rubble,del15N,0.139838310222986,0.0642961447875763
Rubble,C_N,0.196356413236823,0.038139950973043
Rubble,N_percent,0.254438055109847,0.0186968264624976
Rubble,LiveCoral,0.652162764723003,-0.0411383003689829
Rubble,DeadCoral,0.348320395309002,-0.00377867890550276
Rubble,Sand,0.0702172619456957,0.118171178990171
Rubble,dist_to_seep_m,0.124352204819163,0.0734425882931674
Rubble,adj_CT_depth_cm,0.915509423714892,-0.0519915814382415
Rubble,meanRugosity,0.474922137705703,-0.0265827313932172
Sand,Salinity,0.0317774689620901,0.179376464784186
Sand,Temperature,0.102770261054338,0.0883513984836859
Sand,TA,0.03165484418629,0.179670105399839
Sand,pH,0.0432702826640097,0.155759200701208
Sand,Phosphate_umolL,0.0651661278015868,0.123999941451353
Sand,Silicate_umolL,0.137146219306416,0.0658085222786212
Sand,NN_umolL,0.923982274234208,-0.0521138458872994
Sand,Ammonia_umolL,0.39230456280294,-0.0118245364041314
Sand,M_C,0.469215415047155,-0.0232569784974159
Sand,HIX,0.120821254660247,0.0756921465639735
Sand,VisibleHumidic_Like,0.821499936606994,-0.0497403192230874
Sand,Tryptophan_Like,0.295166738588798,0.00788404950182142
