Location,CowTagID,del15N,C_N,N_percent,LiveCoral,DeadCoral,Rubble,Sand,lat,lon,dist_to_seep_m,adj_CT_depth_cm,meanRugosity
Varari,V13,3.9,34.635999999999996,0.9785501800532332,2.3041474654377883,50.23041474654379,2.7649769585253456,44.70046082949309,-17.540749,-149.899133,-54.01600899626882,72.80000000000001,NA
Varari,V14,4.7,25.52012383900929,1.2139206253758266,0,4.739336492890995,0,95.260663507109,-17.54039696,-149.899396,12.6231845635526,61.8,0.8160919540229885
Varari,V15,4.7,28.49248120300752,1.120094323732525,25.688073394495415,65.59633027522935,6.422018348623854,2.293577981651376,-17.54014299,-149.900183,92.1505184174103,43.50000000000001,0.5467980295566502
Varari,V16,3.6,35.772532188841204,0.930734201485979,10.599078341013826,18.433179723502306,9.67741935483871,61.29032258064516,-17.54029797,-149.900492,123.2336688132408,75.7,0.8620689655172414
Varari,V17,4.4,29.85409252669039,1.0746930814242552,0,17.727272727272727,0,82.27272727272728,-17.54031901,-149.899572,25.65062043752721,69.2,0.8571428571428572
Varari,V18,4.6,30.38783269961977,1.0523788563883,10.050251256281408,74.87437185929649,7.035175879396985,8.040201005025125,-17.54019697,-149.899906,62.142456467864776,31.500000000000007,0.6124794745484402
Varari,V19,3.9,30.94736842105263,1.0290809099241731,18.13953488372093,33.48837209302326,8.372093023255815,40,-17.54050802,-149.89978,52.88953478112327,82.9,0.7651888341543516
Varari,V20,4,30.212927756653993,1.099130725509863,5.527638190954774,16.582914572864322,0,77.88944723618091,-17.54045103,-149.899509,25.143455195536596,65,0.8111658456486044
Varari,Sand_SGD_1,7.5,23.096774193548388,1.2651652877230737,0,0.9389671361502347,6.103286384976526,92.95774647887323,NA,NA,NA,NA,NA
Varari,Reef_SGD_1,4.3,30.72972972972973,0.9973429858677654,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varari,Reef_Ambient_1,4.1,31.44396551724138,0.9370329981017004,24.299065420560748,56.074766355140184,5.14018691588785,14.485981308411214,NA,NA,NA,NA,NA
Varari,Sand_Ambient_1,4.4,32.62621359223301,0.8532493890568695,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varari,Reef_SGD_2,4.4,25.40924092409241,1.1556945609886338,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varari,Reef_Ambient_2,4.2,31.708333333333336,0.970659607324068,44.13145539906103,50.70422535211267,2.8169014084507045,2.3474178403755865,NA,NA,NA,NA,NA
Varari,Sand_SGD_2,4.9,28.976377952755907,1.023945819559784,0,3.7037037037037033,11.574074074074074,84.72222222222221,NA,NA,NA,NA,NA
Varari,Sand_Ambient_2,4.5,30.346613545816737,0.9790919020127944,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varari,Reef_SGD_3,5.3,25.09090909090909,1.1992619926199262,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varari,Reef_Ambient_3,4.2,34.413953488372094,0.8674951581665589,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varari,VSEEP,7.2,22.51840490797546,1.2382724959167395,0,2.5,0,97.5,-17.540302,-149.899331,0,39.900000000000006,NA
Varari,Sand_Ambient_3,4.1,34.19815668202765,0.8090976882923193,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,C1,NA,NA,NA,26.635514018691588,70.56074766355141,0.46728971962616817,2.336448598130841,-17.517048,-149.912693,76.29322557554765,78.9,0.6995073891625616
Cabral,C10,NA,NA,NA,0.9090909090909091,6.363636363636363,0.45454545454545453,92.27272727272727,-17.51588602,-149.912912,69.63619016788121,104.7,0.8981937602627258
Cabral,C11,NA,NA,NA,8.837209302325581,74.88372093023256,11.162790697674419,5.116279069767442,-17.51598098,-149.913194,84.90271522636934,101.9,0.58128078817734
Cabral,C12,NA,NA,NA,13.513513513513514,74.77477477477478,11.26126126126126,0.45045045045045046,-17.51595701,-149.913303,96.21351219849772,82.19999999999999,0.6962233169129721
Cabral,C13,NA,NA,NA,17.35159817351598,72.6027397260274,6.8493150684931505,3.1963470319634704,-17.51557102,-149.913136,111.96574925791715,69.80000000000001,0.6436781609195403
Cabral,C15,NA,NA,NA,46.57534246575342,43.83561643835616,9.1324200913242,0.45662100456621,-17.51721597,-149.913056,108.9760650731409,110.9,0.6338259441707718
Cabral,C16,NA,NA,NA,10.028653295128938,22.063037249283667,38.39541547277937,29.512893982808023,-17.51723299,-149.912976,106.42820127566132,97.4,0.8029556650246306
Cabral,C17,NA,NA,NA,29.756097560975608,26.82926829268293,4.390243902439024,39.02439024390244,-17.51721203,-149.912771,96.09861800986592,112,0.6420361247947455
Cabral,C18,NA,NA,NA,43.24324324324324,51.80180180180181,4.954954954954955,0,-17.51757103,-149.912982,141.13325733415377,103.7,0.4827586206896552
Cabral,C19,NA,NA,NA,30.136986301369863,36.986301369863014,30.59360730593607,2.28310502283105,-17.51770397,-149.912893,152.3190849385199,79.1,0.5188834154351396
Cabral,C2,NA,NA,NA,7.207207207207207,77.02702702702703,4.504504504504505,11.26126126126126,-17.51706904,-149.912949,89.09540482166958,87.19999999999999,0.5320197044334977
Cabral,C20,NA,NA,NA,8.67579908675799,12.32876712328767,0.91324200913242,78.08219178082192,-17.51692303,-149.912724,63.97503589915109,60.29999999999999,0.77504105090312
Cabral,C3,NA,NA,NA,19.090909090909093,60.45454545454545,19.545454545454547,0.9090909090909091,-17.51697499,-149.913111,91.27558811004327,99.6,0.6945812807881774
Cabral,C4,NA,NA,NA,14.479638009049776,46.60633484162896,0,38.91402714932127,-17.51679302,-149.912772,53.08002050016565,90.6,0.6880131362889984
Cabral,C5,NA,NA,NA,14.953271028037381,28.504672897196258,15.42056074766355,41.1214953271028,-17.51659596,-149.912877,45.09468353402524,89,0.742200328407225
Cabral,C6,NA,NA,NA,28.444444444444443,52.888888888888886,0,18.666666666666668,-17.51653796,-149.913134,67.9098688110496,130.9,0.36781609195402304
Cabral,C7,NA,NA,NA,19.897959183673468,47.95918367346938,0,32.142857142857146,-17.51630402,-149.913229,76.31773751181336,90.1,0.5500821018062398
Cabral,C8,NA,NA,NA,10.576923076923077,41.82692307692308,2.403846153846154,45.19230769230769,-17.51632397,-149.91291,42.46143981018337,99.70000000000002,0.5106732348111659
Cabral,C9,NA,NA,NA,26.72811059907834,60.36866359447005,9.67741935483871,3.225806451612903,-17.51639103,-149.913111,63.27483281553596,72.1,0.5763546798029557
Cabral,CSEEP,NA,NA,NA,0,0,0,100,-17.516384,-149.912515,0,49.3,NA
Varari,RockWall_SGD_1,NA,NA,NA,0.45045045045045046,87.38738738738738,0,12.162162162162163,NA,NA,NA,NA,NA
Varari,RockWall_SGD_2,NA,NA,NA,0.45045045045045046,85.13513513513513,0,14.414414414414415,NA,NA,NA,NA,NA
Varari,RockWall_SGD_3,NA,NA,NA,1.8433179723502304,73.27188940092167,0.9216589861751152,23.963133640552993,NA,NA,NA,NA,NA
Cabral,C14,NA,NA,NA,NA,NA,NA,NA,-17.51652597,-149.913031,57.01163100917717,130.2,NA
