Location,CowTagID,lat,lon,Salinity,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,del15N,C_N,N_percent
Cabral,C1,-17.517048,-149.912693,0.2700000000000031,50.028098999999656,0.1978214824786848,0.1,2.58,0.47000000000000003,0.37,0.4440316230000001,0.639025213,0.007475486,0.076158891,0.171991446,3.5,48.46153846,0.638899128
Cabral,C2,-17.51706904,-149.912949,0.1700000000000017,110.23448400000007,0.2268979573698484,0.010000000000000009,11.41,0.10999999999999999,0.51,0.501858361,0.23437541399999995,0.008616873000000002,0.06591344499999999,0.158212935,3.5,42.07428571,0.677113562
Cabral,C3,-17.51697499,-149.913111,0.12000000000000455,30.031131000000187,0.183090584920798,0.09000000000000002,3.36,0.33999999999999997,0.35,1.272519987,0.537697184,0.012304630000000002,0.09300536899999999,0.201919527,3.2,39.455,0.769497134
Cabral,C4,-17.51679302,-149.912772,0.18999999999999773,41.92455400000017,0.14921930857329357,0.01999999999999999,3.8,0.27,0.43999999999999995,0.28617227,0.05205112100000009,0.012267450999999999,0.035130561,0.135635333,3.5,43.25925926,0.629688654
Cabral,C5,-17.51659596,-149.912877,0.5300000000000011,42.59263099999998,0.12412263723784278,0.12000000000000001,5.42,0.37,0.39999999999999997,0.490535602,0.8441040119999998,0.012520178000000002,0.049618024999999996,0.17324282900000001,3.5,48.7125,0.590951062
Cabral,C6,-17.51653796,-149.913134,0.259999999999998,40.01064499999984,0.036168815636152374,0.13999999999999999,0.6099999999999999,0.47,0.24000000000000002,1.284909812,0.19560385800000002,0.0038646360000000003,0.060165881,0.178738682,3.4,47.6013986,0.576961872
Cabral,C7,-17.51630402,-149.913229,0.010000000000005116,28.14258299999983,0.060971123740163335,0.04000000000000001,0.8499999999999999,0.19,0.07999999999999999,0.5514794399999998,0.614725264,9.354799999999972e-5,0.019438184000000004,0.05369828500000001,3.6,39.2974359,0.715543813
Cabral,C8,-17.51632397,-149.91291,0.22000000000000597,28.14268600000014,0.11987914323969484,0.06,3.45,0.13,0.32999999999999996,1.096530853,1.0141299099999999,0.007165755000000001,0.060693208000000005,0.17790920999999998,3.4,47.83333333,0.582106551
Cabral,C9,-17.51639103,-149.913111,0.04000000000000625,40.79814400000032,0.07277253785557303,0.07,3.71,0.37999999999999995,0.38,0.792137467,0.751248927,0.005158113000000001,0.055186943,0.172011759,3.2,44.52352941,0.649673253
Cabral,C10,-17.51588602,-149.912912,0.20000000000000284,60.67092599999978,0.15693118959082852,0.06999999999999998,3.46,0.18,0.14,0.7730687580000001,0.719155191,0.005111879,0.039145321,0.151968412,3.1,49.44137931,0.56603037
Cabral,C11,-17.51598098,-149.913194,0.10999999999999943,12.223617999999988,0.08114312080705677,0.06999999999999998,1.6900000000000002,0.31999999999999995,0.33999999999999997,0.7048394840000001,0.6028835269999999,0.006299999999999999,0.047086871,0.155205496,3.1,37.4009901,0.771994191
Cabral,C12,-17.51595701,-149.913303,0.14000000000000057,5.956652999999733,0.07068800580532386,0.1,2.75,0.78,0.26,0.697079225,0.5419493099999999,0.004912729,0.053644886,0.16041091899999999,3.3,34.125,0.856700908
Cabral,C13,-17.51557102,-149.913136,0.9500000000000028,86.75843600000007,0.20897645243187046,0.08999999999999997,1.7699999999999996,0.31,0.45999999999999996,0.701413903,0.941803546,0.009631675999999999,0.056198171,0.158348034,3.2,37.72631579,0.751968971
Cabral,C14,-17.51652597,-149.913031,0.1700000000000017,16.924337999999807,0.15183964997194543,0.03,0.7699999999999998,0.16999999999999998,0.07,0.8497466899999999,0.14997425399999997,0.002386666000000001,0.009594697999999999,0.043122408,3.4,47.74074074,0.614171437
Cabral,C15,-17.51721597,-149.913056,0.04999999999999716,14.480348000000049,0.1600088944670217,0.04000000000000001,0.28000000000000025,0.13,0.03999999999999998,0.9816631420000002,0.22660603499999998,7.273880000000007e-4,0.007653511000000002,0.03056184799999999,3,34.87804878,0.958205118
Cabral,C16,-17.51723299,-149.912976,0.29999999999999716,76.25070499999993,0.2136738576351549,0.03,6.279999999999999,0.23000000000000004,0.99,0.8440853940000002,0.8852689869999999,0.013948585,0.05924186100000001,0.16282163100000002,3.3,33.66509434,0.841670637
Cabral,C17,-17.51721203,-149.912771,0.21999999999999886,84.03069199999982,0.192855223283388,0.14,4.9,0.32999999999999996,0.49,0.7576064379999999,0.9144670870000002,0.011683491999999998,0.06131916800000001,0.182084243,3.4,39.69680851,0.736705984
Cabral,C18,-17.51757103,-149.912982,0.3999999999999986,53.51131399999986,0.05760781729792175,0.06,2.71,0.25000000000000006,0.43,0.611005746,0.75963693,0.004155263,0.05257880100000001,0.1653367,3,36.13471503,0.763781709
Cabral,C19,-17.51770397,-149.912893,0.259999999999998,71.136391,0.05183732053995449,0.03999999999999998,2.37,0.12,0.29000000000000004,0.7484390769999999,0.632417393,0.0032140520000000002,0.049363186,0.16408854,3.5,33.94977169,0.843410614
Cabral,C20,-17.51692303,-149.912724,0.14000000000000057,67.83391699999993,0.15240229764406266,0.03,3.37,0.46,0.36,0.606191621,12.064990473,0.009667945999999998,0.077769822,0.19452763,3.7,31.50917431,0.862717163
Cabral,CSEEP,-17.516384,-149.912515,27.122,212.398193,0.70354814566398,4.09,770.91,18.15,1.73,0.9617406780000001,2.037906413,0.026759799,0.135588217,0.18552612,3.5,49.46357616,0.591044309
